clean_psnr_mean,clean_ssim_mean,clean_bpp_mean,defended_psnr_mean,defended_ssim_mean,defended_bpp_mean,attacked_psnr_mean,attacked_ssim_mean,attacked_bpp_mean,clean_psnr_drop,clean_ssim_drop,attack_psnr_drop,attack_ssim_drop,asr,defense,attack,eps,asr_reduction
100.0,1.0,0.4152074611435334,32.81650194716513,0.8932783,0.4227504873027404,24.6116081149283,0.8530271,0.5250794353584448,67.18349805283488,0.1067217,8.204893832236827,0.040251195,0.625,jpeg_q75,fgsm,0.01568627450980392,0.25
100.0,1.0,0.4152074611435334,32.81650194716513,0.8932783,0.4227504873027404,16.022135199395198,0.70733625,0.6322546650966009,67.18349805283488,0.1067217,16.794366747769928,0.18594205,1.0,jpeg_q75,fgsm,0.03137254901960784,0.0
100.0,1.0,0.4152074611435334,32.81650194716513,0.8932783,0.4227504873027404,33.05272958403193,0.9064464,0.5088072288781404,67.18349805283488,0.1067217,-0.23622763686679957,-0.013168097,0.0,jpeg_q75,pgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,32.81650194716513,0.8932783,0.4227504873027404,32.492256977289976,0.90411043,0.5418634327749411,67.18349805283488,0.1067217,0.32424496987514956,-0.010832131,0.041666666666666664,jpeg_q75,pgd,0.03137254901960784,0.041666666666666664
100.0,1.0,0.4152074611435334,32.81650194716513,0.8932783,0.4227504873027404,32.99438231632015,0.9070182,0.5193067012975613,67.18349805283488,0.1067217,-0.17788036915502112,-0.013739884,0.041666666666666664,jpeg_q75,apgd,0.01568627450980392,0.0
100.0,1.0,0.4152074611435334,32.81650194716513,0.8932783,0.4227504873027404,29.42648753376587,0.89141136,0.565181360890468,67.18349805283488,0.1067217,3.390014413399261,0.0018669367,0.4166666666666667,jpeg_q75,apgd,0.03137254901960784,0.20833333333333331
100.0,1.0,0.4152074611435334,33.32688282974984,0.8996356,0.4250433227668206,23.539005503755586,0.8546128,0.5294958849747976,66.67311717025015,0.10036439,9.787877325994257,0.045022786,0.7916666666666666,jpeg_q90,fgsm,0.01568627450980392,0.08333333333333337
100.0,1.0,0.4152074611435334,33.32688282974984,0.8996356,0.4250433227668206,15.425018689903155,0.6930868,0.6439351166288058,66.67311717025015,0.10036439,17.90186413984669,0.20654881,1.0,jpeg_q90,fgsm,0.03137254901960784,0.0
100.0,1.0,0.4152074611435334,33.32688282974984,0.8996356,0.4250433227668206,33.8887120940652,0.91701317,0.5135789016882578,66.67311717025015,0.10036439,-0.5618292643153534,-0.017377555,0.0,jpeg_q90,pgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,33.32688282974984,0.8996356,0.4250433227668206,33.72868845180496,0.916477,0.5475678617755572,66.67311717025015,0.10036439,-0.4018056220551223,-0.016841412,0.0,jpeg_q90,pgd,0.03137254901960784,0.08333333333333333
100.0,1.0,0.4152074611435334,33.32688282974984,0.8996356,0.4250433227668206,33.92902110075563,0.9179284,0.523883835102121,66.67311717025015,0.10036439,-0.6021382710057811,-0.018292785,0.0,jpeg_q90,apgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,33.32688282974984,0.8996356,0.4250433227668206,28.449358369261358,0.8996226,0.5584238668282827,66.67311717025015,0.10036439,4.87752446048849,1.2993813e-05,0.5833333333333334,jpeg_q90,apgd,0.03137254901960784,0.04166666666666663
100.0,1.0,0.4152074611435334,32.97858344757774,0.89736605,0.4386595841497183,22.339233944498584,0.85173243,0.5421008778115114,67.02141655242225,0.10263395,10.639349503079167,0.045633614,0.875,bitdepth_4,fgsm,0.01568627450980392,0.0
100.0,1.0,0.4152074611435334,32.97858344757774,0.89736605,0.4386595841497183,14.886182649888275,0.69019675,0.6654628949860731,67.02141655242225,0.10263395,18.092400797689475,0.2071693,1.0,bitdepth_4,fgsm,0.03137254901960784,0.0
100.0,1.0,0.4152074611435334,32.97858344757774,0.89736605,0.4386595841497183,33.35672700057623,0.91060215,0.5348582118749619,67.02141655242225,0.10263395,-0.3781435529984827,-0.013236105,0.0,bitdepth_4,pgd,0.01568627450980392,0.041666666666666664
100.0,1.0,0.4152074611435334,32.97858344757774,0.89736605,0.4386595841497183,32.97298376984478,0.90907764,0.5716775767505169,67.02141655242225,0.10263395,0.0055996777329657315,-0.011711597,0.041666666666666664,bitdepth_4,pgd,0.03137254901960784,0.041666666666666664
